"average_covered_charges","average_medicare_payments","average_medicare_payments_2","drg_definition","hospital_referral_region_description","provider_city","provider_id","provider_name","provider_state","provider_street_address","provider_zip_code","total_discharges"
"28730.92","6917.78","6039.73","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Ridgewood","RIDGEWOOD","310012","VALLEY HOSPITAL","NJ","223 N VAN DIEN AVENUE","7450","41"
"45344.63","9153.82","7964.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","CAMDEN","310014","COOPER UNIVERSITY HOSPITAL","NJ","1 COOPER PLAZA","8103","47"
"19403.26","7819.89","6298.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Morristown","MORRISTOWN","310015","MORRISTOWN MEMORIAL HOSPITAL","NJ","100 MADISON AVE","7962","73"
"40113.32","9261.28","8406.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Paterson","PATERSON","310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","NJ","703 MAIN ST","7503","25"
"46107.46","7859.53","6737.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","TRENTON","310021","ST FRANCIS MEDICAL CENTER","NJ","601 HAMILTON AVE","8629","13"
"42363.51","6315.63","4811.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","BERLIN","310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","NJ","WHITEHORSE PIKE AND TOWNSEND AVENUE","8009","41"
"48656.40","7413.71","6124.78","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","CAMDEN","310029","OUR LADY OF LOURDES MEDICAL CENTER","NJ","1600 HADDON AVENUE","8103","32"
"42907.22","7332.94","6393.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","BROWNS MILLS","310031","DEBORAH HEART AND LUNG CENTER","NJ","200 TRENTON ROAD","8015","18"
"53243.83","7132.83","6380.83","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","VINELAND","310032","SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER","NJ","1505 W SHERMAN AVE","8360","12"
"41543.05","6183.29","5454.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","RED BANK","310034","RIVERVIEW MEDICAL CENTER","NJ","ONE RIVERVIEW PLAZA","7701","17"
"30612.37","8499.1","7490.7","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - New Brunswick","NEW BRUNSWICK","310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","NJ","ONE ROBERT WOOD JOHNSON PL","8901","40"
"25723.02","6319.40","5117.34","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","TOMS RIVER","310041","COMMUNITY MEDICAL CENTER","NJ","99 RT 37 WEST","8755","49"
"23116.73","7858.47","6879.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Hackensack","ENGLEWOOD","310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","NJ","350 ENGLE ST","7631","23"
"36853.18","6191.27","5270.90","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","SOMERS POINT","310047","SHORE MEDICAL CENTER","NJ","1 EAST NEW YORK AVE","8244","11"
"28737.5","6423.81","5791.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - New Brunswick","SOMERVILLE","310048","SOMERSET MEDICAL CENTER","NJ","110 REHILL AVE","8876","16"
"28231.41","6611.91","5660.95","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Morristown","DENVILLE","310050","SAINT CLARE'S HOSPITAL","NJ","25 POCONO ROAD","7834","24"
"24010","8255.84","5689.46","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Morristown","SUMMIT","310051","OVERLOOK HOSPITAL","NJ","99 BEAUVIOR AVE","7902","13"
"35369.87","6107.75","4801","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","BRICK","310052","OCEAN MEDICAL CENTER","NJ","425 JACK MARTIN BLVD","8724","16"
"40623.14","6501.57","4559","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","MOUNT HOLLY","310057","VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","NJ","175 MADISON AVE","8060","14"
"49937.76","6827.70","5499.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","ATLANTIC CITY","310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","NJ","1925 PACIFIC AVE","8401","17"
"43642.83","8146.11","6977.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - New Brunswick","NEW BRUNSWICK","310070","SAINT PETER'S UNIVERSITY HOSPITAL","NJ","254 EASTON AVE","8901","18"
"37988.71","6966.84","5805.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","NEPTUNE","310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","NJ","1945 RTE 33","7754","32"
"29137.97","8007.26","7110.23","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","LONG BRANCH","310075","MONMOUTH MEDICAL CENTER","NJ","300 SECOND AVENUE","7740","38"
"28254.37","7979","6892.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Newark","LIVINGSTON","310076","SAINT BARNABAS MEDICAL CENTER","NJ","94 OLD SHORT HILLS ROAD","7039","16"
"38779.20","6463.84","5423.02","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","WOODBURY","310081","UNDERWOOD - MEMORIAL HOSPITAL","NJ","509 N BROAD ST","8096","39"
"25689.66","7644.5","6596.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","STRATFORD","310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","NJ","18 EAST LAUREL ROAD","8084","12"
"33279.33","7069.71","6197.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - New Brunswick","EDISON","310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","NJ","65 JAMES STREET","8818","21"
"28245.53","6355.61","5457.84","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","FREEHOLD","310111","CENTRASTATE MEDICAL CENTER","NJ","901 WEST MAIN STREET","7728","26"
"15980.13","6179","5126.73","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Camden","MANAHAWKIN","310113","SOUTHERN OCEAN MEDICAL CENTER","NJ","1140 RT 72 W","8050","15"
"26606.38","5945","4940.55","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NM - Albuquerque","ALBUQUERQUE","320009","LOVELACE MEDICAL CENTER","NM","601 DR MARTIN LUTHER KING JR AVE NE","87102","18"
"32478.47","6677.60","5646.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - El Paso","LAS CRUCES","320018","MEMORIAL MEDICAL CENTER INC","NM","2450 SOUTH TELSHOR BLVD","88011","23"
"31863.5","6797.71","5671.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NM - Albuquerque","ALBUQUERQUE","320021","PRESBYTERIAN HOSPITAL","NM","1100 CENTRAL AVENUE SE","87106","14"
"42012.72","6232.18","5308.90","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - Lubbock","CARLSBAD","320063","CARLSBAD MEDICAL CENTER","NM","2430 WEST PIERCE","88220","11"
"27349.88","5548","4512.96","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NM - Albuquerque","ALBUQUERQUE","320083","HEART HOSPITAL OF NEW MEXICO","NM","504 ELM STREET NE","87102","25"
"33745.52","6035.04","5302.34","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TX - El Paso","LAS CRUCES","320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","NM","4311 EAST LOHMAN AVENUE","88011","23"
"33253.71","5909","5026.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NM - Albuquerque","ROSWELL","320086","ROSWELL REGIONAL HOSPITAL","NM","117 EAST 19TH STREET","88201","14"
"27984.39","7567.39","6636.43","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Buffalo","BUFFALO","330005","KALEIDA HEALTH","NY","726 EXCHANGE STREET, SUITE 522","14210","23"
"17173.12","5777","4649","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Binghamton","BINGHAMTON","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","NY","169 RIVERSIDE DRIVE","13905","16"
"19226.16","7478.16","6554.31","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","ALBANY","330013","ALBANY MEDICAL CENTER HOSPITAL","NY","43 NEW SCOTLAND AVENUE","12208","72"
"25330.12","7125.12","6116.61","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","POUGHKEEPSIE","330023","VASSAR BROTHERS MEDICAL CENTER","NY","45 READE PLACE","12601","39"
"22169.41","11165.17","9504.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","NEW YORK","330024","MOUNT SINAI HOSPITAL","NY","ONE GUSTAVE L LEVY PLACE","10029","29"
"32246.66","10165","9321.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","STATEN ISLAND","330028","RICHMOND UNIVERSITY MEDICAL CENTER","NY","355 BARD AVENUE","10304","12"
"19167.42","5740.32","4673.7","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Elmira","UTICA","330044","FAXTON-ST LUKE'S HEALTHCARE","NY","1656 CHAMPLIN AVENUE","13503","40"
"14540.83","5467.37","4434.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","ALBANY","330057","ST PETER'S HOSPITAL","NY","315 SOUTH MANNING BOULEVARD","12208","37"
"37429.92","13079.38","10280.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Bronx","BRONX","330059","MONTEFIORE MEDICAL CENTER","NY","111 EAST 210TH STREET","10467","13"
"24503.5","8207.94","6799.44","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","POUGHKEEPSIE","330067","ST FRANCIS HOSPITAL","NY","241 NORTH ROAD","12601","18"
"11361.86","7261.8","4929.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Buffalo","BUFFALO","330078","SISTERS OF CHARITY HOSPITAL","NY","2157 MAIN STREET","14214","15"
"14121.48","6449.51","4957.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Elmira","ELMIRA","330090","ARNOT OGDEN MEDICAL CENTER","NY","600 ROE AVENUE","14905","35"
"32142.36","11869","9417.73","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","NEW YORK","330101","NEW YORK-PRESBYTERIAN HOSPITAL","NY","525 EAST 68TH STREET","10021","49"
"30313.02","11105.02","6943.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","MANHASSET","330106","NORTH SHORE UNIVERSITY HOSPITAL","NY","300 COMMUNITY DRIVE","11030","39"
"29515.52","8963.64","7907.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","NEW YORK","330119","LENOX HILL HOSPITAL","NY","100 EAST 77TH STREET","10021","17"
"7468","7546.29","4373.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Rochester","ROCHESTER","330125","ROCHESTER GENERAL HOSPITAL","NY","1425 PORTLAND AVENUE","14621","27"
"21845.72","7167.44","6292.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - White Plains","MIDDLETOWN","330126","ORANGE REGIONAL MEDICAL CENTER","NY","707 EAST MAIN STREET","10940","18"
"16593.95","9293.78","7284.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","COOPERSTOWN","330136","MARY IMOGENE BASSETT HOSPITAL","NY","ONE ATWELL ROAD","13326","23"
"13836.72","6673.68","5471.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Syracuse","SYRACUSE","330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","NY","301 PROSPECT AVENUE","13203","137"
"13866.1","5918.3","4854.1","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","SCHENECTADY","330153","ELLIS HOSPITAL","NY","1101 NOTT STREET","12308","20"
"37392.85","8052.04","6670.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NJ - Ridgewood","SUFFERN","330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","NY","255 LAFAYETTE AVENUE","10901","21"
"21700.11","9393.33","8458.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","STATEN ISLAND","330160","STATEN ISLAND UNIVERSITY HOSPITAL","NY","475 SEAVIEW AVENUE","10305","18"
"28110.20","9347.93","6711.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","MINEOLA","330167","WINTHROP-UNIVERSITY HOSPITAL","NY","259 FIRST STREET","11501","43"
"31149.82","11056.88","10065.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","NEW YORK","330169","BETH ISRAEL MEDICAL CENTER","NY","FIRST AVENUE AT 16TH STREET","10003","17"
"25982.95","7430.87","5496.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","ROSLYN","330182","ST FRANCIS HOSPITAL, ROSLYN","NY","100 PORT WASHINGTON BOULEVARD","11576","83"
"18674.96","6925.93","5528","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","PORT JEFFERSON","330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","NY","75 NORTH COUNTRY ROAD","11777","33"
"19445.30","7921","4183.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Buffalo","LEWISTON","330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","NY","5300 MILITARY ROAD","14092","13"
"9887.86","5526.6","4707.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","GLENS FALLS","330191","GLENS FALLS HOSPITAL","NY","100 PARK STREET","12801","15"
"28410","11972.27","10957.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","BROOKLYN","330194","MAIMONIDES MEDICAL CENTER","NY","4802 TENTH AVENUE","11219","11"
"58074.18","13895.09","13280.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","NEW HYDE PARK","330195","LONG ISLAND JEWISH MEDICAL CENTER","NY","270 - 05 76TH AVENUE","11040","11"
"20792.16","7556.05","5775.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","OCEANSIDE","330198","SOUTH NASSAU COMMUNITIES HOSPITAL","NY","ONE HEALTHY WAY","11572","18"
"13116.14","7271.14","6275.59","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Syracuse","SYRACUSE","330203","CROUSE HOSPITAL","NY","736 IRVING AVENUE","13210","27"
"37047.06","9422.84","8141.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","NEW YORK","330214","NYU HOSPITALS CENTER","NY","550 FIRST AVENUE","10016","33"
"16751.11","5372.58","4257.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","SARATOGA SPRING","330222","SARATOGA HOSPITAL","NY","211 CHURCH STREET","12866","17"
"18943.95","6638.77","5664.04","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","KINGSTON","330224","BENEDICTINE HOSPITAL","NY","105 MARY'S AVENUE","12401","22"
"53046.60","11289.21","9853.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - White Plains","VALHALLA","330234","WESTCHESTER MEDICAL CENTER","NY","100 WOODS RD","10595","23"
"22077.12","10657.43","9091","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Manhattan","BROOKLYN","330236","NEW YORK METHODIST HOSPITAL","NY","506 SIXTH STREET","11215","16"
"27395.66","8910.83","7847","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Syracuse","SYRACUSE","330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","NY","750 EAST ADAMS STREET","13210","18"
"11658.47","6260.61","4766.40","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Elmira","UTICA","330245","ST ELIZABETH MEDICAL CENTER","NY","2209 GENESEE STREET","13501","42"
"15270.5","8410.96","7487","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VT - Burlington","PLATTSBURGH","330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","NY","75 BEEKMAN STREET","12901","26"
"19814.58","7292.70","6432.70","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - White Plains","NEWBURGH","330264","ST LUKE'S CORNWALL HOSPITAL","NY","70 DUBOIS STREET","12550","17"
"14264.37","9044.75","6423.81","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Rochester","ROCHESTER","330285","STRONG MEMORIAL HOSPITAL","NY","601 ELMWOOD AVE","14642","16"
"22250.25","7949.64","5889.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","WEST ISLIP","330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","NY","1000 MONTAUK HIGHWAY","11795","39"
"16213.85","6927.65","5978.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - White Plains","WHITE PLAINS","330304","WHITE PLAINS HOSPITAL CENTER","NY","41 EAST POST R0AD","10601","20"
"13858.29","6572.5","5366.09","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Binghamton","JOHNSON CITY","330394","UNITED HEALTH SERVICES HOSPITALS, INC","NY","33-57 HARRISON STREET","13790","44"
"37826.57","6873.42","5914.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - East Long Island","SMITHTOWN","330401","ST CATHERINE OF SIENA HOSPITAL","NY","50 ROUTE 25A","11787","14"
"26855.27","6984.60","5173.44","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Charlotte","CONCORD","340001","CAROLINAS MEDICAL CENTER-NORTHEAST","NC","920 CHURCH ST N","28025","58"
"18304.59","6548.45","5305.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Asheville","ASHEVILLE","340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","NC","509 BILTMORE AVE","28801","84"
"14826.89","5898.84","4569.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Winston-Salem","HIGH POINT","340004","HIGH POINT REGIONAL HOSPITAL","NC","601 N ELM ST  PO BOX HP-5","27261","19"
"21716","6365.45","5380.29","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Winston-Salem","WINSTON-SALEM","340014","FORSYTH MEMORIAL HOSPITAL","NC","3333 SILAS CREEK PARKWAY","27103","24"
"17132.63","5787.15","4959.78","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Asheville","HENDERSONVILLE","340017","MARGARET R PARDEE MEMORIAL HOSPITAL","NC","800 N JUSTICE ST","28791","19"
"19897.40","6421.45","4993","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Greenville","KINSTON","340027","LENOIR MEMORIAL HOSPITAL","NC","100 AIRPORT RD","28501","22"
"24250.44","7044.68","5907.13","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Raleigh","FAYETTEVILLE","340028","CAPE FEAR VALLEY MEDICAL CENTER","NC","1638 OWEN DRIVE P O BOX 2000","28302","69"
"23353.18","8708.86","7849.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Durham","DURHAM","340030","DUKE UNIVERSITY HOSPITAL","NC","PO BOX 3708 DUMC  ERWIN RD","27710","38"
"21486.66","6404.71","5176.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Charlotte","GASTONIA","340032","GASTON MEMORIAL HOSPITAL","NC","2525 COURT DR","28052","39"
"24838.84","7958.06","6415.60","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Greenville","GREENVILLE","340040","PITT COUNTY MEMORIAL HOSPITAL","NC","2100 STANTONSBURG RD, PO BOX 6028","27835","76"
"25025.80","8799.26","7783.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Winston-Salem","WINSTON-SALEM","340047","NORTH CAROLINA BAPTIST HOSPITAL","NC","MEDICAL CENTER BOULEVARD","27157","42"
"29631.63","8226.60","6266.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Durham","LUMBERTON","340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","NC","300 W 27 ST  PO BOX 1408","28359","33"
"28982.42","6554.04","5328.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Charlotte","CHARLOTTE","340053","PRESBYTERIAN HOSPITAL","NC","200 HAWTHORNE LANE BOX 33549","28233","42"
"23062.32","7405.12","6041.70","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Raleigh","RALEIGH","340069","WAKEMED, RALEIGH CAMPUS","NC","3000 NEW BERN AVE","27610","58"
"12656.42","6003.42","5174.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Durham","BURLINGTON","340070","ALAMANCE REGIONAL MEDICAL CENTER","NC","1240 HUFFMAN MILL RD PO BOX 202","27216","19"
"24837.36","6038.5","5063.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Raleigh","RALEIGH","340073","DUKE HEALTH RALEIGH HOSPITAL","NC","3400 WAKE FOREST RD","27609","22"
"12379.68","6831.60","4774.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Greensboro","GREENSBORO","340091","MOSES H CONE MEMORIAL HOSPITAL, THE","NC","1200 N ELM ST","27401","51"
"34154.66","5833.86","5012.26","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Charlotte","CHARLOTTE","340098","CAROLINAS MED CENTER-MERCY","NC","2001 VAIL AVE","28207","15"
"16353.27","7055.31","6036.40","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","VA - Norfolk","ELIZABETH CITY","340109","ALBEMARLE HOSPITAL AUTHORITY","NC","1144 N ROAD ST","27909","22"
"40611.73","9397.12","6259.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Charlotte","CHARLOTTE","340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","NC","1000 BLYTHE BLVD","28203","64"
"15563.66","5657.45","4469.87","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Raleigh","RALEIGH","340114","REX HOSPITAL","NC","4420 LAKE BOONE TRAIL","27607","24"
"16295.77","6544.26","4857.79","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Durham","PINEHURST","340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","NC","155 MEMORIAL DRIVE","28374","49"
"32061.15","5758.34","4420.23","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Hickory","HICKORY","340116","FRYE REGIONAL MEDICAL CENTER","NC","420 N CENTER ST","28601","46"
"11461.06","6927.13","5906.04","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Greenville","NEW BERN","340131","CAROLINA EAST MEDICAL CENTER","NC","2000 NEUSE BLVD","28560","93"
"17083.09","6777.62","5540.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Wilmington","WILMINGTON","340141","NEW HANOVER REGIONAL MEDICAL CENTER","NC","2131 S 17TH ST BOX 9000","28402","91"
"19157.63","6178.59","5364.04","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Hickory","HICKORY","340143","CATAWBA VALLEY MEDICAL CENTER","NC","810 FAIRGROVE CHURCH RD","28602","22"
"12795.10","6032.34","5213.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Bismarck","BISMARCK","350002","ST ALEXIUS MEDICAL CENTER","ND","900 E BROADWAY","58501","29"
"16446.38","6356.15","5418","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Minot","MINOT","350006","TRINITY HOSPITALS","ND","407 3RD ST SE","58701","13"
"13070.61","6614.57","5611.40","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Fargo/Moorhead MN","FARGO","350011","SANFORD MEDICAL CENTER FARGO","ND","801 BROADWAY NORTH","58122","47"
"11360.66","6349.31","5306","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Bismarck","BISMARCK","350015","MEDCENTER ONE","ND","300 N 7TH ST","58506","54"
"16553.17","6716.05","5920.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Grand Forks","GRAND FORKS","350019","ALTRU HOSPITAL","ND","1200 S COLUMBIA RD","58201","17"
"16476.16","6076.27","5080.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ND - Fargo/Moorhead MN","FARGO","350070","ESSENTIA HEALTH-FARGO","ND","3000 32ND AVE SOUTH","58104","18"
"30554.45","6823.81","5235.22","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","COLUMBUS","360006","RIVERSIDE METHODIST HOSPITAL","OH","3535 OLENTANGY RIVER RD","43214","59"
"34969.92","6794.23","5925.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","PORTSMOUTH","360008","SOUTHERN OHIO MEDICAL CENTER","OH","1805 27TH STREET","45662","13"
"17463","5634.68","4628.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Dayton","LIMA","360009","LIMA MEMORIAL HEALTH SYSTEM","OH","1001 BELLEFONTAINE AVENUE","45804","19"
"30998.16","6684.04","4873.32","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","WESTERVILLE","360012","MOUNT CARMEL ST ANN'S HOSPITAL","OH","500 SOUTH CLEVELAND AVENUE","43081","25"
"44739.2","7772.26","7021.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","COLUMBUS","360017","GRANT MEDICAL CENTER","OH","111 SOUTH GRANT AVENUE","43215","15"
"28604.9","6357.35","4688.7","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Akron","BARBERTON","360019","SUMMA HEALTH SYSTEM BARBERTON HOSPITAL","OH","155 5TH STREET N E","44203","20"
"22104.04","6870","5277.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Akron","AKRON","360020","SUMMA HEALTH SYSTEMS HOSPITALS","OH","525 EAST MARKET STREET","44309","23"
